关注公众号,#genre#
农林卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226204/index.m3u8

［甘肃］,#genre#
白银综合HD,http://live.bygd.cn/byzh/sd/live.m3u8
白银公共HD,http://live.bygd.cn/bygg/sd/live.m3u8
甘南综合,http://pili-live-hls.hfmt.net/gntv/gnhytv.m3u8
甘南藏语,http://pili-live-hls.hfmt.net/gntv/gnzytv.m3u8
庆阳综合,http://stream.gsqytv.com.cn/xwzh/sd/live.m3u8
庆阳公共,http://stream.gsqytv.com.cn/ggpd/sd/live.m3u8
酒泉综合HD,http://stream.gsjqtv.com/pd1/sd/live.m3u8
定西综合,https://play.kankanlive.com/live/1645679947087932.m3u8
定西公共,https://play.kankanlive.com/live/1645680054929933.m3u8
平川综合,https://play.kankanlive.com/live/1621842376245934.m3u8
临洮综合,https://play.kankanlive.com/live/1638428318510977.m3u8
金川综合,https://play.kankanlive.com/live/1625041962958919.m3u8
陇西综合HD,http://play.kankanlive.com/live/1641010321462941.m3u8
岷县综合,http://play.kankanlive.com/live/1614311581479927.m3u8
通渭综合HD,https://play.kankanlive.com/live/1629944062210970.m3u8
临潭综合,http://pili-live-hls.hfmt.net/gntv/lttv.m3u8
夏河综合HD,http://pili-live-hls.hfmt.net/gntv/xhtv.m3u8
卓尼综合,http://pili-live-hls.hfmt.net/gntv/zntv.m3u8
舟曲综合HD,https://play.kankanlive.com/live/1631185650131909.m3u8
西和综合HD,https://play.kankanlive.com/live/1626051451895935.m3u8
临夏市电视台HD,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8
崆峒综合,http://125.74.200.110:10080/hls/001/001_live.m3u8

［陕西］,#genre#
西安2,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
西安4,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安5,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安6,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西安白鸽都市,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
西安白鸽都市,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
西安商务资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安文化影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安丝路,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安音乐综艺,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西安移动电视,http://stream2.xiancity.cn/xatv7/sd/live.m3u8
榆林电视一套,http://live.ylwltv.com:8089/live/1080p-yltv1.m3u8
榆林电视一套,http://live.ylwltv.com:8089/live/720p-yltv1.m3u8
榆林电视二套,http://live.ylwltv.com:8089/live/1080p-yltv2.m3u8
榆林电视二套,http://live.ylwltv.com:8089/live/720p-yltv2.m3u8
宝鸡综合,http://h5.baojinews.com/m3u8/baojitv1.m3u8
宝鸡经济资讯,http://h5.baojinews.com/m3u8/baojitv2.m3u8
神东一套,http://livesdong.chinamcache.com/sddst/zb01.flv?auth_key=1651114357-0-0-47fab624b80c8467784cb2f2ff5e6d2c
安康新闻,https://hls-sxak.sobeylive.com/xjhsyapp2019/sxakzhpd.m3u8
安康新闻,http://pili-live-hdl.hsyapp.sobeylingyun.com/xjhsyapp2019/sxakzhpd.m3u8
安康公共,https://hls-sxak.sobeylive.com/xjhsyapp2019/sxakggpd.m3u8
安康公共,http://pili-live-hdl.hsyapp.sobeylingyun.com/xjhsyapp2019/sxakggpd.m3u8
安康教育,https://hls-sxak.sobeylive.com/xjhsyapp2019/sxakjypd.m3u8
安康教育,http://pili-live-hdl.hsyapp.sobeylingyun.com/xjhsyapp2019/sxakjypd.m3u8

［福建］,#genre#
莆田公共,http://api.mydianshijia.com/gslb/live?stream_id=py_pt2&type=.m3u8
龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共HD,http://live.lytv.net.cn/ggpd/sd/live.m3u8
三明综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
将乐综合HD,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8
将乐二套HD,http://218.106.152.196/lsdream/1MKmR5B/2000/live.m3u8
宁化电视一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
永安综合HD,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8

［广东］,#genre#
嘉佳卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221226193/index.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
深圳龙岗HD,https://lglivepull.sznews.com/live/2647.m3u8
深圳众创TVHD,https://lglivepull.sznews.com/live/2645.m3u8
阳江综合HD,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b928000.m3u8
阳江综合HD,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/playlist.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b928000.m3u8
阳江公共HD,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
清新综合HD,http://hls.wiseqx.com/live/qxzh.m3u8
清新公共HD,http://hls.wiseqx.com/live/qxgg.m3u8
番禺综合HD,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv

［广西］,#genre#
广西都市HD,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8
广西影视HD,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8
广西新闻HD,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8
广西综艺旅游HD,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8
南宁综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
北海综合HD,http://njgdmm-wshls.homecdn.com/live/4e8a2.m3u8
贺州综合HD,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
崇左综合HD,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8
隆安综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8
马山综合,http://hls.nntv.cn/nnlive/MSTV_A.m3u8
马山综合,http://hls.nntv.cn/nnlive/MSTV_A.m3u8
上林电视台,http://hls.nntv.cn/nnlive/SLTV_A.m3u8
罗城综合HD,http://111.12.75.177:9100/lctvlive/lch.m3u8

［贵州］,#genre#
黔西南综合,http://live2.qxndt.com/zhpd/sd/live.m3u8
黔西南公共,http://live2.qxndt.com/ggpd/sd/live.m3u8
清镇综合,http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8
正安综合,http://pili-live-hls.221.i2863.com/i2863-221/live_221_315303.m3u8
中国交通海南HD,http://tv.lanjingfm.com/cctbn/hainan.m3u8

［四川］,#genre#
绵阳公共,http://live.sctvcloud.com/live/mytvgg/playlist.m3u8
绵阳科技,http://live.sctvcloud.com/live/mytvgg/playlist.m3u8
乐山综合,http://channellive.leshantv.net/live/ch1.flv
乐山公共,http://channellive.leshantv.net/live/ch2.flv
广安综合HD,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
广元综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
达州综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州公共,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
凉山综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
自贡综合,https://sczghdl.tianma3600.com/sczg/zhpd.m3u8
自贡综合,http://110.189.153.160:1001/zhpd.flv
自贡公共,http://110.189.153.160:1002/ggpd.flv
德阳综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
攀枝花综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8
眉山综合HD,http://live1.scmstv.cn/gqpd/sd/live.m3u8
眉山公共HD,http://live2.scmstv.cn/ggpd/sd/live.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
甘孜综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
龙泉驿综合,http://live.newslqy.com/live/xwpd.m3u8
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
新都综合,http://live.sctvcloud.com/live/xindulive/playlist.m3u8
筠连综合HD,http://118.122.78.172:89/live1/live1.m3u8
威远综合HD,http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8
开江综合,http://lmt.kjzx.net:98/live1/live1.m3u8
渠县综合,http://222.208.224.227:81/hls/cfp2p8m3.m3u8
万源综合HD,http://live.wanyuannews.com/wytv/hd/live.m3u8
广汉综合,http://live.sctvcloud.com/live/guanghan/playlist.m3u8
中江综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0-0-976848e8ac0eacf503b1e7666d92f4f8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
黑水综合HD,http://live.schstv.com:90/live/xwzh.m3u8
金川综合HD,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
松潘综合HD,http://live.spccmc.com:90/live/spxwzh.m3u8
汶川综合HD,http://live.iwcmt.cn:90/live/zhxw.m3u8
九寨沟综合,http://live.sctvcloud.com/live/jiuzhai.m3u8
马尔康综合HD,http://live.zmmek.com:90/live/zhxw.m3u8
荣县综合HD,http://play.rongxianwang.net/rxzh/0835.m3u8?auth_key=1625042660-0-0-36e32b9c341e085f53b382e1cdde7a02
朝天综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
剑阁综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
青川综合,http://live.sctvcloud.com/live/qctv1/playlist.m3u8
旺苍综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
昭化综合,http://live.sctvcloud.com/live/zhtv1/playlist.m3u8
丹棱综合,http://live.sctvcloud.com/live/danlingrongmei/playlist.m3u8
青神综合HD,http://lmt.scqstv.com/live1/live1.m3u8
仁寿综合HD,http://play.scrstv.com/TV/xwzh.m3u8
乐至综合HD,http://175.155.106.72:89/live1/live1.m3u8
甘洛综合,http://live.sctvcloud.com/live/ganluo/playlist.m3u8
会东综合,http://112.45.133.129:90/live/xwzh.m3u8
会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
会理新闻,http://live.sctvcloud.com/live/huili/playlist.m3u8
雷波综合HD,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
宁南综合,http://live.sctvcloud.com/live/ningnantv1/playlist.m3u8
西昌综合HD,http://103.252.251.199:18085/hls/xichangweishi.m3u8
昭觉综合HD,http://live.sctvcloud.com/live/zhaojue/playlist.m3u8
德格综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel5/playlist.m3u8
康定综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
平昌综合HD,http://live.sctvcloud.com/live/pingchang/playlist.m3u8
马边电视台,http://tvfile.mb.lsrm.org.cn/nmip-media/channellive/channel104860/playlist.m3u8
沐川综合HD,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8
沙湾综合HD,http://tvfile.sw.lsrm.org.cn/cms/videos/nmip-media-sw/channellive/channel1/playlist.m3u8
金口河综合HD,http://live.sctvcloud.com/live/jinkouhe/playlist.m3u8
泸县综合HD,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
蓬溪综合,http://live.sctvcloud.com/live/pengxilive/playlist.m3u8
邻水综合HD,http://live.sctvcloud.com/live/linshui/playlist.m3u8
前锋电视台,http://live.sctvcloud.com/live/qianfeng/playlist.m3u8
武胜综合HD,http://live2.gatv.com.cn:86/live/WS.m3u8
北川电视一套,http://live.sctvcloud.com/live/bcgqlive/playlist.m3u8
江油综合,http://live.sctvcloud.com/live/jiangyou/playlist.m3u8
平武综合,http://live.sctvcloud.com/live/pwtv/playlist.m3u8
三台电视一套,http://125.65.94.91:12351/live
三台电视二套,http://125.65.94.91:12353/live
盐亭综合,http://live.sctvcloud.com/live/yttv/playlist.m3u8

［新疆］,#genre#
乌鲁木齐影视,http://202.107.188.139:5002/utv3_hdgq.m3u8?token=guoziyun
乌鲁木齐影视,http://202.107.188.140:5002/utv3_hdgq.m3u8?token=guoziyun
乌鲁木齐影视,http://202.107.188.139:5002/utv3_hdcq.m3u8?token=guoziyun
乌鲁木齐影视,http://202.107.188.140:5002/utv3_hdcq.m3u8?token=guoziyun
乌鲁木齐影视,http://202.107.188.140:5002/utv3_hdbq.m3u8?token=guoziyun
哈密一套HD,http://stream.hmgbtv.com/hm1/hd/live.m3u8
哈密二套HD,http://stream.hmgbtv.com/hm2/hd/live.m3u8
哈密三套HD,http://stream.hmgbtv.com/hm3/hd/live.m3u8
伊犁汉语综合HD,http://110.153.180.106:55555/out_1/index.m3u8
伊犁维吾尔HD,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克,http://202.107.188.139:5002/yili3_hdgq.m3u8?token=guoziyun
伊犁哈萨克,http://202.107.188.140:5002/yili3_hdgq.m3u8?token=guoziyun
伊犁哈萨克,http://202.107.188.139:5002/yili3_hdcq-1.m3u8?token=guoziyun
伊犁哈萨克,http://202.107.188.140:5002/yili3_hdbq.m3u8?token=guoziyun
伊犁经济法制HD,http://110.153.180.106:55555/out_4/index.m3u8
伊犁经济法制,http://202.107.188.139:5002/yili4_hdgq.m3u8?token=guoziyun
伊犁经济法制,http://202.107.188.140:5002/yili4_hdgq.m3u8?token=guoziyun
伊犁经济法制,http://202.107.188.139:5002/yili4_hdcq-1.m3u8?token=guoziyun
伊犁经济法制,http://202.107.188.140:5002/yili4_hdcq-1.m3u8?token=guoziyun
伊犁经济法制,http://202.107.188.139:5002/yili4_hdbq.m3u8?token=guoziyun
伊犁经济法制,http://202.107.188.140:5002/yili4_hdbq.m3u8?token=guoziyun
和田汉语综合,http://202.107.188.140:5002/hetiankzkt1_hdcq.m3u8?token=guoziyun
和田维语综合,http://202.107.188.141:5002/hetiankzkt2_hdcq.m3u8?token=guoziyun
和田维语综合,http://202.107.188.139:5002/hetiankzkt2_hdcq.m3u8?token=guoziyun
和田维语综合,http://202.107.188.140:5002/hetiankzkt2_hdcq.m3u8?token=guoziyun
巴州维吾尔语,http://202.107.188.139:5002/bazhou3_hdgq.m3u8?token=guoziyun
巴州维吾尔语,http://202.107.188.140:5002/bazhou3_hdgq.m3u8?token=guoziyun
巴州维吾尔语,http://202.107.188.139:5002/bazhou3_hdcq-1.m3u8?token=guoziyun
巴州维吾尔语,http://202.107.188.140:5002/bazhou3_hdcq-1.m3u8?token=guoziyun
巴州教育,http://202.107.188.139:5002/bazhou4_hdgq.m3u8?token=guoziyun
巴州教育,http://202.107.188.140:5002/bazhou4_hdgq.m3u8?token=guoziyun
巴州教育,http://202.107.188.139:5002/bazhou4_hdcq-1.m3u8?token=guoziyun
巴州教育,http://202.107.188.140:5002/bazhou4_hdcq-1.m3u8?token=guoziyun
库尔勒二套,http://202.107.188.139:5002/kuerle2_hdcq.m3u8?token=guoziyun
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8
奎屯汉语综合HD,http://218.84.12.186:8001/hls/main/playlist.m3u8
奎屯哈萨克语HD,http://218.84.12.186:8002/hls/main/playlist.m3u8
伊宁汉语综合HD,http://222.81.61.37:9898/out_1/index.m3u8

［西藏］,#genre#
西藏影文化,rtmp://113.62.170.99:1935/live/tvchannel2?zxicd

［海南］,#genre#
中国交通海南,http://tv.lanjingfm.com/cctbn/hainan.m3u8?zhaind



🌞电影,#genre#
CHC动作电影,mitv://generationnexxxt.com:19806/9f3742571e2f49feb6e86a6cd22273b6
CHC高清电影,mitv://generationnexxxt.com:19806/6e7167f9e03e4d97985d3a34c64a40ea
CHC家庭影院,mitv://generationnexxxt.com:19806/e2f952fba78a4b80b487e69f2cc01798
天映频道,mitv://generationnexxxt.com:19806/644b68b3000a7c162865d184572c1ff0
天映频道,mitv://generationnexxxt.com:19806/644b68b3000a7c162865d184572c1ff0
天映经典,mitv://generationnexxxt.com:19806/644b663d000a432e285c34846b9e74d6
天映经典,mitv://generationnexxxt.com:19806/644b663d000a432e285c34846b9e74d6
美亚高清电影台,mitv://generationnexxxt.com:19806/c4cf7dc18295472595398d0ad757ccf1
美亚电影台(粤语),mitv://generationnexxxt.com:19806/67e1956f4a0842a0a5352f0aabaa54b3
LSTime电影台,mitv://generationnexxxt.com:19806/644b663d0002f2fe285c32b00e0f46ef
龙华电影,mitv://generationnexxxt.com:19806/cede451738ef405fbb9fd50f010c6e69
靖天映画,mitv://generationnexxxt.com:19806/3ee9183e81d7426b9951e42251877c96
靖天电影台,mitv://generationnexxxt.com:19806/030b9d54cd424c6ba0d5e8acf16f9769
好莱坞电影台,mitv://generationnexxxt.com:19806/86c7f4066b9c49f3808094bd356b8b33
影迷数位电影,mitv://generationnexxxt.com:19806/0cbe5d2989244df691dcadb213d70d98
壹电视电影台,mitv://generationnexxxt.com:19806/c4d7d3c0d08941afa5b11dfa41a74576
星卫HD电影,mitv://generationnexxxt.com:19806/e241d240f66a45adb8be67c8c5cb7edc
卫视电影台,mitv://generationnexxxt.com:19806/e6614f107c924a868360f724bf10f9d8
纬来育乐台,mitv://generationnexxxt.com:19806/dd458fff62614481a7e9d65da897af75
纬来电影台,mitv://generationnexxxt.com:19806/ae654eeece794e40b003597793cf810a
凤凰电影台,mitv://generationnexxxt.com:19806/2df8c6787b0a4f08bee3dcccd49aef8b
东森洋片台,mitv://generationnexxxt.com:19806/cbe8fad92b7e4497bce416a75eae4708
东森电影台,mitv://generationnexxxt.com:19806/c4890d819ae5497db49b4f13a019e128
采昌影剧,mitv://generationnexxxt.com:19806/46320be49d0f44aea4691fe2cc087bab
亚洲剧台,mitv://generationnexxxt.com:19806/be6d34f555884ff8b513b3b3a10d82d0
Star Movies Gold,mitv://generationnexxxt.com:19806/67b71795aa8042728556240d531e7a31
STAR World,mitv://generationnexxxt.com:19806/77334a5315e84cf2b964beae14b6cdbc
爱尔达影剧,mitv://generationnexxxt.com:19806/0ae6acbb2a164e17b1de9038dd928a11
WarnerTV,mitv://generationnexxxt.com:19806/875d0108135e450485fe55ebca3e1a43
tvN,mitv://generationnexxxt.com:19806/0a5ae3fce9314efba3240158ae4bc485
tvN Movies HD,mitv://generationnexxxt.com:19806/0c39816f6b864d57a8a7c9c956e31952
Thrill,mitv://generationnexxxt.com:19806/14f535a7ec5a4939a67e7165f94ca38e
StarMoviesHD,mitv://generationnexxxt.com:19806/bcf382b353a74b509a5ca1354b689efe
SHOWCASE MOVIES,mitv://generationnexxxt.com:19806/beabba149e874fc8a5af2b656d596816
HKC电影台,mitv://generationnexxxt.com:19806/f64b49e3829e4fe2bf948a18b19c5a98
HITS,mitv://generationnexxxt.com:19806/be8e6fe7ffd343edb7bec5d01de30204
HITS Movies,mitv://generationnexxxt.com:19806/9e0e356e598d4116a9d0f3144516bdfa
HBOSignature,mitv://generationnexxxt.com:19806/8987f1bb3c9740e980bce7d787cfba0d
HBOHitsm,mitv://generationnexxxt.com:19806/f33628c42a3645dba83d317e70abf28c
HBO,mitv://generationnexxxt.com:19806/dc01bf43a9fd4c0594f0a73ee31ab4a5
HBOFamily,mitv://generationnexxxt.com:19806/ac77e78ed9ea4ff384eaa0de73b75df0
CINEMAX,mitv://generationnexxxt.com:19806/1d1c586a05ef4c13b029464c6d4644a1
CinemaWorld,mitv://generationnexxxt.com:19806/82a4e1f9268245ed93f38fcb17732c8f
CCTV6,mitv://generationnexxxt.com:19806/97af4cc06ea647dc9d5c9dd0c18bb9e5
CatchPlay电影台,mitv://generationnexxxt.com:19806/7e53298e858e453d8cd89a4f09de4f12
BOO,mitv://generationnexxxt.com:19806/d01f4e4805c743ea82f6623c4859e3c9
AXN,mitv://generationnexxxt.com:19806/928f8533e609499cabbd6968526b392a
AMC,mitv://generationnexxxt.com:19806/42dc2f449f2c49859e103b0236c34ab1

🌞戏剧,#genre#
东森戏剧台,mitv://generationnexxxt.com:19806/d447dc4d5ddf4417941b271bf5da4263
八大戏剧台,mitv://generationnexxxt.com:19806/844bfa9150ac49c09bbae657b7545df9
纬来戏剧台,mitv://generationnexxxt.com:19806/65109e8fc60e4ebab7a61706f46093b0
三立戏剧,mitv://generationnexxxt.com:19806/3895ac8ec28947a3986879aaaffd940b
龙华戏剧,mitv://generationnexxxt.com:19806/955e7726fd614ca882010eedce3fe41f
靖天戏剧台,mitv://generationnexxxt.com:19806/3baa9af2462a4ebaaacbff7f0fef72e8
靖洋戏剧台,mitv://generationnexxxt.com:19806/1137318be4d5414bbd8dd81b8187154c
EYE戏剧,mitv://generationnexxxt.com:19806/75e45b2ae9bd4a5fa05906c00742d7a1
爱尔达影剧台,mitv://generationnexxxt.com:19806/0ae6acbb2a164e17b1de9038dd928a11
Hub娱家,mitv://generationnexxxt.com:19806/4488ebccc495473986b193dab33b7527
亚洲剧台,mitv://generationnexxxt.com:19806/be6d34f555884ff8b513b3b3a10d82d0

🌞体育,#genre#
CCTV16,mitv://generationnexxxt.com:19806/42bd763830fe456b982b5eb2eb5f5185
CCTV5,mitv://generationnexxxt.com:19806/6448e461000a396f1e90f12464086a0b
CCTV5+,mitv://generationnexxxt.com:19806/1414c57883054522810cfc3905bd810d
五星体育,mitv://generationnexxxt.com:19806/355c611b5c224d6083ae004c4804bbc8
ELEVEN体育一台,mitv://generationnexxxt.com:19806/61a3473768ec4860bf9c5cc9911f71d6
ELEVEN体育二台,mitv://generationnexxxt.com:19806/e3aeaea58e574957a3ce60d7e2d1081d
HKC 18,mitv://generationnexxxt.com:19806/2ea5b3599fc94ffbaf94bcec0b1a436d
香港603,mitv://generationnexxxt.com:19806/2141e79414314275a21c96d6b9a74933
HKC Sports Plus 1,mitv://generationnexxxt.com:19806/82f71e9986084c86a85807f6fa9ab8a5
HKC Sports Plus 3,mitv://generationnexxxt.com:19806/a27709fdfa574a5f9ca52c490a37435b
HKC体育台,mitv://generationnexxxt.com:19806/edd0e12a6a464363a6bf754f4ecc0b99
爱尔达体育1台(备),mitv://generationnexxxt.com:19806/7ee39f66b9f448979335e4067812760f
爱尔达体育1台,mitv://generationnexxxt.com:19806/694aae01164f482eae2be66c1255171c
爱尔达体育2,mitv://generationnexxxt.com:19806/d833228c98a04547a6005f206d71117d
爱尔达体育3台,mitv://generationnexxxt.com:19806/bed0a4b629d149bc90aee0522c633b43
博斯高球1台,mitv://generationnexxxt.com:19806/a6c1103f5d4541fe87a2fe2617bf5b90
博斯高球2台,mitv://generationnexxxt.com:19806/5469d36a29bd428bbd60342fe7db2471
博斯魅力网,mitv://generationnexxxt.com:19806/d2e51a0dea8e4698945f956bd8e13ad9
博斯网球台,mitv://generationnexxxt.com:19806/1256ea58cc9c447b9c33d2b68e518d25
博斯无限二台,mitv://generationnexxxt.com:19806/4e3ed72f4150435d90bf020a74ea1bc5
博斯无限台,mitv://generationnexxxt.com:19806/e60a3e57adf64439a0b6bc85e9e2a7c1
博斯运动一台,mitv://generationnexxxt.com:19806/47d28929d004474cab9819e0f6436759
博斯运动二台,mitv://generationnexxxt.com:19806/5faa98e5bbc442e4bd72b544651dd1be
广东体育,mitv://generationnexxxt.com:19806/3a0bb6552f554bc29388130f4a2671c8
魅力足球,mitv://generationnexxxt.com:19806/644b68b4000dad672865d6476b257616
纬来体育台,mitv://generationnexxxt.com:19806/801a9a12c10d4d04953332771aee0dba
纬来育乐台,mitv://generationnexxxt.com:19806/dd458fff62614481a7e9d65da897af75
智林体育,mitv://generationnexxxt.com:19806/e32d399935b14711ad1b193cd5841274
Z频道,mitv://generationnexxxt.com:19806/2a5836bb5cae422b95e2a523e488bb24
WWE,mitv://generationnexxxt.com:19806/157d295b0933470ab2c880d58a7f14ce
beIN Sports 2,mitv://generationnexxxt.com:19806/1aa64e5459b04b32a0618b7226e0a3c0
TRACE Sport Stars,mitv://generationnexxxt.com:19806/e52cafc2a2864446ba65c2b1e787ef52
SPOTV,mitv://generationnexxxt.com:19806/c028696060a84386bcd49c9e012904d7
SPOTV,mitv://generationnexxxt.com:19806/c028696060a84386bcd49c9e012904d7
Skynet Sports HD,mitv://generationnexxxt.com:19806/a058e07556204a1ab4287b441eb54e05
Skynet Sports 6,mitv://generationnexxxt.com:19806/b5ee6b4f6bb543cd8a1f426faa16821a
Skynet Sports 5,mitv://generationnexxxt.com:19806/cfb47a7ba5d2491ebe8b354e58c1cc43
Skynet Sports 2,mitv://generationnexxxt.com:19806/fb0b368a0dce4d7c8b9002a3180d8d2f
Sky Sports Golf,mitv://generationnexxxt.com:19806/f7979f7719e84f04b70cb3ea3151553c
Sky Sports Premier League,mitv://generationnexxxt.com:19806/4f70c7b9ee6340949293e813bdb4b7fc
Sky Sports F1,mitv://generationnexxxt.com:19806/8d0465b1adcc4d5aa8a9fd3c6573da3c
Sky Sports Arena,mitv://generationnexxxt.com:19806/8af1b56b67504c4fbf3151129ab9c4d8
Sky Sports Main Event,mitv://generationnexxxt.com:19806/347b0cb9ec284f25883567a0e9fee211
Sky Sports Cricket,mitv://generationnexxxt.com:19806/4c8af69d907a45a5a2fc2977409bf3ef
Sky Sports Action,mitv://generationnexxxt.com:19806/832cfec045fd458f9a490f07770bb879
NBA,mitv://generationnexxxt.com:19806/65f8f2a53b6342ffb4b8d2a8542bc623
J Sports 4,mitv://generationnexxxt.com:19806/8b6d39de46c7464297947f368e623270
J Sports 3,mitv://generationnexxxt.com:19806/00003bb75b5044739df061845fc5ddce
J Sports 2,mitv://generationnexxxt.com:19806/61de10ba994a49ebaedf836962f9065a
J Sports 1,mitv://generationnexxxt.com:19806/ec9e8e130dc8450f9ab54033ec0838cb
Hub Sports 1,mitv://generationnexxxt.com:19806/5b7034df7dcd4ccabcb0137f0991a274
Hub Sports 2,mitv://generationnexxxt.com:19806/2d881919b62242f4930fda32837eb7df
